lon,lat,age (Ma),Cu (Mt),source,label
-110.0678,29.89501,45.7,0.0216,Magnin_2025,positive
105.113,34.601,214.0,,Magnin_2025,positive
-152.59325,61.95872,76.4,0.35325,Magnin_2025,positive
-127.215,53.75833,82.9,0.0189599999999999,Magnin_2025,positive
-117.36667,49.88333,185.0,0.02288,Magnin_2025,positive
-136.69362,62.3489,212.5,0.25701606,Magnin_2025,positive
-120.86142,50.33501,187.7,,Magnin_2025,positive
-130.17172,57.6822,205.1,,Magnin_2025,positive
-120.53085,50.61417,219.15,,Magnin_2025,positive
-121.38113,52.25723,196.9,0.795056,Magnin_2025,positive
147.4178,-34.3011,436.4,,Magnin_2025,positive
55.0668,30.1741,8.48,,Magnin_2025,positive
91.8303,37.2535,215.0,,Magnin_2025,positive
117.301,49.4239,177.6,2.2000006,Magnin_2025,positive
113.818,43.4467,290.0,,Magnin_2025,positive
115.64612,29.7465,145.5,,Magnin_2025,positive
99.0418,42.3794,332.0,,Magnin_2025,positive
92.29477,29.85738,14.18,,Magnin_2025,positive
91.78348,29.57721,14.18,,Magnin_2025,positive
116.433,45.2734,290.0,,Magnin_2025,positive
124.75,51.667,148.5,,Magnin_2025,positive
100.5,25.6,28.47,,Magnin_2025,positive
118.601,41.05,122.83,0.1314,Magnin_2025,positive
130.88499,43.2133,110.3,1.0573904,Magnin_2025,positive
97.34757,31.71913,46.0,,Magnin_2025,positive
88.43006,29.36288,158.1,0.94514,Magnin_2025,positive
101.01747,27.49063,32.1,0.1800008,Magnin_2025,positive
89.2245,46.857,327.1,,Magnin_2025,positive
90.0597,46.5709,376.9,0.001802,Magnin_2025,positive
88.67,29.64,172.6,1.24448,Magnin_2025,positive
99.8095,28.0089,221.4,0.3,Magnin_2025,positive
61.003,54.994,347.0,,Magnin_2025,positive
-69.43917,-32.13778,279.9,,Magnin_2025,positive
63.7334,66.29347,330.0,,Magnin_2025,positive
145.16667,-5.75,6.44,2.429752,Magnin_2025,positive
117.493,43.4477,138.5,,Magnin_2025,positive
133.7553,51.2473,78.25,,Magnin_2025,positive
-127.45582,50.59281,174.0,,Magnin_2025,positive
-75.63203,5.57715,14.18,0.0596439,Magnin_2025,positive
150.955,-5.616,23.5,,Magnin_2025,positive
91.3165,37.1402,224.0,,Magnin_2025,positive
-109.33709,43.90359,44.95,,Magnin_2025,positive
150.6937,-22.9981,220.0,0.15,Magnin_2025,positive
-119.2,38.98,168.5,0.6946203599999999,Magnin_2025,positive
117.596,28.9718,178.2,0.4316,Magnin_2025,positive
41.3029,41.2968,49.95,,Magnin_2025,positive
117.762,28.1983,156.0,,Magnin_2025,positive
111.688,23.804,156.0,0.978,Magnin_2025,positive
-120.95812,50.38001,206.3,,Magnin_2025,positive
58.67924,48.92342,374.0,0.222,Magnin_2025,positive
41.1507,40.9521,49.95,,Magnin_2025,positive
90.0192,46.6027,376.9,,Magnin_2025,positive
97.73026,31.40955,39.72,7.14,Magnin_2025,positive
-113.75,33.84028,187.7,,Magnin_2025,positive
158.0,53.38333,14.18,,Magnin_2025,positive
52.4799,33.1772,19.62,,Magnin_2025,positive
52.3917,34.4083,51.9,,Magnin_2025,positive
102.7,48.8167,290.0,,Magnin_2025,positive
38.516,39.4,51.9,,Magnin_2025,positive
47.287,38.306,19.62,,Magnin_2025,positive
52.2835,33.08,19.62,,Magnin_2025,positive
113.85,49.1,290.0,,Magnin_2025,positive
97.81515,31.20425,38.5,0.3184,Magnin_2025,positive
117.36,52.843,162.5,0.13,Magnin_2025,positive
117.123,24.37,83.25,,Magnin_2025,positive
99.9515,28.5523,290.0,,Magnin_2025,positive
87.46889,29.65531,14.15,2.28,Magnin_2025,positive
117.69327,29.02345,170.0,0.600012,Magnin_2025,positive
64.4927,29.4604,19.5,,Magnin_2025,positive
64.3774,29.4556,21.0,,Magnin_2025,positive
63.9006,29.2342,37.2,,Magnin_2025,positive
116.401,25.1801,105.0,2.55136,Magnin_2025,positive
139.52,50.606,78.25,,Magnin_2025,positive
22.12,42.03,15.0,,Magnin_2025,positive
138.16667,48.08333,83.25,,Magnin_2025,positive
90.05306,29.48728,14.18,,Magnin_2025,positive
98.3725,48.726,250.0,,Magnin_2025,positive
98.34167,48.71667,260.0,,Magnin_2025,positive
101.732,43.2857,290.0,,Magnin_2025,positive
104.2263,49.2149,290.0,,Magnin_2025,positive
99.2196,43.9824,290.0,0.4095,Magnin_2025,positive
102.0667,48.8,290.0,,Magnin_2025,positive
105.05,49.0833,290.0,,Magnin_2025,positive
-127.94363,54.83528,89.0,,Magnin_2025,positive
